137.37,20.97,31.66,0.045,6.5E9,4.3,0.1116
155.89,11.71,28.53,0.0526,2E8,73,0.0601
123.5,27.74,23.54,0.0549,1.85E7,21.15,0.0178
134.67,20.48,45.23,0.0461,3.01E9,0.9125,0.0048
145.33,13.51,31.17,0.0581,1.22E9,0.07,0.0209
91.33,31.31,32.17,0.0523,2.1E8,3,0.1804
112.54,20.02,39.85,0.0532,8.25E7,0.087,0.0074
138.7,64.28,35.79,0.071,6.65E6,33.18,0.0051
